audio,transcript
test_sample_1446_clean,صلغه عربيه إم من طالعه من تحت إيديه يعني شعرانا نعرفهم إم
test_sample_3273_noisy,مش
test_sample_3076_noisy,مش فني بحاجه أنا أنا هخدهم أاكل بيه وما أجيبلهم حعليه بق حوشهم عل حاجه أنا عايزه
test_sample_3203_noisy,قلدوش ماش
test_sample_3342_noisy,بعدين نغير إسمي عيل الحب ده من فنطايل حاجه تانيه نسميه ولا نول 
test_sample_3676_noisy,إزاز إزاز فيخ إزهاز لدبس إزاد ككوله وهتفتاحها من إيه
test_sample_3456_noisy,خنيك متحرمشي منك لغابي
test_sample_1212_clean, مشهقوش إنت 
test_sample_1137_clean,اللي جت
test_sample_1310_clean,أحس إن هي السبب إم و إن  إني يعني البهجه اللي حصل ده دي كلها
test_sample_1578_clean,
test_sample_3307_noisy, بق قوليلي يعني قوليل أنا
test_sample_1376_clean,وهكذا وهكذا وهكذا
test_sample_3315_noisy,بالاشتراك إن شاء الله ه في القناه اللي يصرق كل ما هو جديد و السلام عليكم و رعبد الله بركات
test_sample_1511_clean,أنا هجوز ولدك ي يعني وحده شبه المذيع من اسشتاذ
test_sample_1373_clean,لله عل إيه كبر فرجين مندف
test_sample_1560_clean,أعرف يا ناصر إنت مش بتعيرني بناتيه بس إنت صعبان عليا
test_sample_1265_clean,ده هو عشان هو الخالق و لله مثلا عل هو يعلم جيدا كم الوجع وكم وكم من المشاعر اللي قد يدخل منها الشيطان في اللحظه في لحظ ما ده يحصل بنتي بنتي الله هم لك الحمد ولك الشكر لله ما أط وللله بق خلسه الله هم لك الحمد ولك أشر بنتي ربنا إختارها إنها تبجتير من من تيول الجن و إن شاء الله تبجأد تبجا مستني مستنياني أنا و هما إن شاء الله عل 
test_sample_3774_noisy,بنمحف
test_sample_3664_noisy,شورح
test_sample_3902_noisy,اسعديه
test_sample_2977_noisy,أنلها مل بيك كده باببصراحه
test_sample_3811_noisy,طبعا محلش هي هي  هيقرض منه ف طبعا هو أنا شافه وقد بعضه إيه و برضو هو ماشي يعني بيتحرك
test_sample_1144_clean,ليه هو مين نكتب
test_sample_3823_noisy,والكاف العل ق ف ميلكش عل
test_sample_3175_noisy,علامات بتاحته إن هو إيه سكني في المكان ده لأن هو طبعا بيبق ساكن في مكان وبيروح للإيه البيوت قريبه
test_sample_3707_noisy,ربنا يسحلي إن شاء الل
test_sample_3452_noisy,بص الفكره مش مص الكوبيه بس الضحيه البطه اللي صعبان عليا
test_sample_3915_noisy,
test_sample_3401_noisy,قفر برافع علي
test_sample_3585_noisy,لازم جنون عديد عليها سلا دي برضو من ضمن الأوراق المهمه جدا فعشان أطلع السفير و البنظم إن أنا فعلا مسافر لازم أعيشه معايا أعايشوا معايا كده إن أنا فعلا بايح هعمل سياحه فأنا
test_sample_1551_clean,
test_sample_2937_noisy,أو لإن إنت عندك محل أو عندك مصلحه بتاعتك مطلع بق بطاه ضريبيه أو سجل اغاري برضو نفس الموضوع
test_sample_3904_noisy,يمكن امبارح أه مبننا عليكو نالكن اللشوق أه لحد دلوقتي برضو هيبق قاجين مستقر ومش قد كده و مش عاحصه مش حاجه والحمد لله فضل يمكن لقودام بارح مش هيختلف بتاع النهارده
test_sample_3086_noisy,في ملاله هزور كذا اليوم السابع في ميلانه هزور كذا تكتل بق كده واحد بالتواريه إنتب بالتواريخ واحد تمام أزون كذا اتنين هزور كذا تلاته
test_sample_1411_clean,إنسن عجال متعبين نعم جمل لتنشكوا في النهار و هي تنس ميه فد ب بلإن لسس أنا سك شفاه مغمروا مكشرات من شكريار يا جماه حجه لعحدتها كده والوكا نا فعت دي عل ربع لن بعض نا عيل لا ما م الل نا كده جا م
test_sample_3394_noisy,أنا أتكلم في كده
test_sample_1644_clean,مشا معانا طبعا أا لا بنيجيه نفيق يعني طابوا كلامه هنا و هما تدابوا إيه إحنا بفو كلام  بتكرم عم في بق م معد جانه كده بنصطار بمين هنا عندنا قد إيه رولوا إحنا عايزين زع من التعميم مخوص
test_sample_3285_noisy,لا تسلميي
test_sample_1163_clean,ده بفر نم قلوه يعني فاعانز عايز اجمو  أخ جيي ليد لأ ما تمسيبش سبا بقولك مشاش أنا مون جماعا
test_sample_1183_clean,أبحات الشهده وأمهات معاها إم و اخدي بالك راجل يحزن شويه ويخش الجنازه مرحب شك الله زعك ذاك الله سعد ا الله 
test_sample_3454_noisy,أبو بوس وكلام من ده هو ده المكان اللي بيبق في
test_sample_1004_clean,والدوخ واتر أعو داربين بقاع
test_sample_3776_noisy,الحب بالقلب
test_sample_3672_noisy,بس وطلبهن خمسمي جنيه عشان بس اتنثل عن المحضر و كده يعني هعمل إيه
test_sample_1379_clean,عامله زي السكر إم سخدي بالك زي السك
test_sample_1079_clean,لأ و الله حضرتك أنأول حاجه
test_sample_2985_noisy,شعراه
test_sample_3750_noisy,أبويا راسي حكيلي السلعه
test_sample_3555_noisy,أه مره أشوف الحاجات دي قداهم الس
test_sample_3392_noisy,أنا مأقضلش أش
test_sample_3868_noisy,ف
test_sample_2994_noisy,
test_sample_2973_noisy,تمن نت هبق كحمه را
test_sample_1112_clean,أو يمسك هاله في برنامج أه يعني يعني مصارك كاتب ده أن كاتب بلاويا وال بس لما ليم جماهير عن الكاميلا لأ يعني هشام الجخي وحسب عل ل عل عل القصاد التي يقولها في
test_sample_1680_clean,أهلا وسهلا
test_sample_1090_clean,وقلت فات الوقت إ وكاري عمر يا ناس و كلمه قولتها قبل النهارده
test_sample_3506_noisy,طري
test_sample_3393_noisy,غير من الآخر بتاع النهارده دهونه هجبلكو
test_sample_3645_noisy,لنا عم مجي ربنا رورهولك عن ن إنت عرني
test_sample_1295_clean,والله حضرتك أنا جابل لفكره بتاعت الحاجي أنا أولا بشكر حضرتك
test_sample_3483_noisy,أه هو جسمه إيه
test_sample_2940_noisy,عقد الحق وحديد و لكن بص أجم عل وده بيشتروا حاجه والله من عل  من عل أي موقع إنتو بتشتروهي مش بيضلبوا مينكو مثلا عل السيستم مينادم وإسمك و رقمي فيزه و مصهور و مش عارف إيه طبعا من غير ما تدخل البيونات دي
test_sample_3875_noisy,الموضوع مش مكلب ممكن خمستلاف سبعه تلاف تمن تلاف يو ممكن تبدأ يالتحاق مشروع صغير منفعاش مشكله
test_sample_3326_noisy,أنا ممكن أستأذل حضرتك أنا ممكن أقلت الزعيم محمد أنر السجاد مبعرفش أعجي عل الكوره وأنا بحب الكوره
test_sample_3757_noisy,لو إنت يي نازل حت لو مفيش لم إنزل وحاولت لق تداول و لو محصلش
test_sample_3294_noisy,متروحش تريم أي فلوس في جمعات خاصه أو تقدر بق تخط في البنك حداشر ألف ومتين يورو إقفل الفيديو ده متكملوش لحد هنا
test_sample_1630_clean,الدنيا لأ بعكل
test_sample_3796_noisy,لما يجيلك المعاك فهي طبعا الورقه مكتوبه بالبورتغالي هحاول إن أنا أترجمها وأقولكوا إيه الأوراق دي وهصورهالكوا إنتو ممكن تبقوا التندموه تمام
test_sample_3537_noisy,محمد صحد بايلعب بيه
test_sample_1274_clean, الصلا والصلاع
test_sample_3164_noisy,السلام عليكم و رحم الله بركاته إحنا طبعا في اليوم التالت مش اليوم التاني عشان اليوم التاني إحنا الجوبوتين اللي وصلناهم
test_sample_1269_clean,يا ناصر ولدك محمود بيشرب نعبر شعم خطير
test_sample_1081_clean,قاله إيه قال عبد العظيم أنا بيقول كذا وكذا وكذاكذ قاله طبعا هن عمل إيه واجد قاله نقول
test_sample_1365_clean,عمال بلبر منه
test_sample_1303_clean,
test_sample_1328_clean,ع
test_sample_1189_clean,يبقو إنت مديون دلوقتي
test_sample_3630_noisy,نا بقول جي بسرعه
test_sample_1621_clean,تو عبد الجموت فياسدي اللي وخت التعبيد
test_sample_1513_clean,و أنا لا ده اللي أنا بعلمه
test_sample_3346_noisy,عشان المشاهدين يعرفوا المستو ده مكان كان كل واحد عنده
test_sample_3282_noisy,القوم
test_sample_3562_noisy,معرفش معرفش إتشرفتي الجد أنا خافه أوي
test_sample_3559_noisy,مش مسموحل بعد ست شهور من أول ما تطلع رقم النيس
test_sample_3098_noisy,
test_sample_3647_noisy,لأ القصده مش طبعا شوف الوصعه امل إزاي شفل المصر مرسيد المهم وربع عاوزه الراجل فالشغل موجود
test_sample_1052_clean,ا عم حاجه برضو  عايز أعرف
test_sample_1480_clean,أنا فكرتي مش عاملها عشان ضيف جتل لساني جابل ما اترج عل عل جل واحد فو سعين
test_sample_1153_clean, أولا غير
test_sample_3825_noisy,تمام غرا ف 
test_sample_3605_noisy,علي
test_sample_3627_noisy,الله
test_sample_1366_clean,لأ
test_sample_3600_noisy,ص
test_sample_3778_noisy,جنب غرف الطعام في عرف التخديم غف التخديم دي بنلاقي فيها إيه بق بص هنا كده ده أسنسير مطبخ لأن تحت في البدرون في الخدم و الحس و المطبخ اللي بيعملوا فيه الأكل ويطلعوا الأسنسير دوت وهو سايل الأكل لهنا للدور الأرض ن ده كده أسنسير يبق جاي من بحت وطاله عل فوق
test_sample_985_clean,يا عمل
test_sample_3810_noisy,يعني مثلا أنا عملت حاجه 
test_sample_3839_noisy,
test_sample_1470_clean,و هما وجفوا أه أعلنوا إنهم إحنا مش هنعمل أوبر عيده و إحنا مش هنعمل هو إحنها مش علق
